Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[0,10](IL8(t) > c(high)) and globally[11,20](IL8(t) > c(high)) and globally[21,30](IL8(t) > c(high))",0.6155832,N/A,N/A,"globally[0,10](IL8(t) > c(mid)) and globally[11,20](IL8(t) > c(mid)) and globally[21,30](IL8(t) > c(mid))",0.6418396,1,1,0
"globally[0,inf](IL8(t) > c(high)) and globally[0,inf](IL8(t) > c(high)) and globally[0,1](IL8(t) > c(high))",0.5596553,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[0,1](IL8(t) > c(high)) and globally[2,3](IL8(t) > c(high)) and globally[4,5](IL8(t) > c(high))",0.5940312,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
