Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[14, ∞](IL8(t) = c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.28899598,"globally[14, ∞](IL8(t) = c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.28899598,"globally[14, ∞](IL8(t) = c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.28899598,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
IL6(t) > c(mid) implies SARSCoV2(t) < c(high),0.28899598,IL6(t) > c(mid) implies SARSCoV2(t) < c(high),0.28899598,IL6(t) > c(mid) implies SARSCoV2(t) < c(high),0.28899598,0,0,2
"globally[0,8](IL1Ra(t) > c(low)) implies eventually[1,∞](IFNα(t) > c(high))",0.28899598,"globally[0,8](IL1Ra(t) > c(low)) implies eventually[1,∞](IFNα(t) > c(high))",0.28899598,"globally[0,8](IL1Ra(t) > c(low)) implies eventually[1,∞](IFNα(t) > c(high))",0.28899598,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[6,∞]globally(d_IL6(t) > 0)",0.28899598,"eventually[6,∞]globally(d_IL6(t) > 0)",0.28899598,"eventually[6,∞]globally(d_IL6(t) > 0)",0.28899598,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[7,∞](IL8(t) > c(low) and d_IL1β(t) < d_c(high))",0.28899598,"globally[7,∞](IL8(t) > c(low) and d_IL1β(t) < d_c(high))",0.28899598,"globally[7,∞](IL8(t) > c(low) and d_IL1β(t) < d_c(high))",0.28899598,0,0,2
"IL1RN(t) < c(mid) and eventually[2,15]globally(TNFα(t) > c(low) implies d_TNFα(t)=d_c(high))",0.28899598,"IL1RN(t) < c(mid) and eventually[2,15]globally(TNFα(t) > c(low) implies d_TNFα(t)=d_c(high))",0.28899598,"IL1RN(t) < c(mid) and eventually[2,15]globally(TNFα(t) > c(low) implies d_TNFα(t)=d_c(high))",0.28899598,0,0,2
